cid,id,obs_time,trail,trailmark,compass,distance,animal,n_indiv,observed,activity,continued,comment,geom
1375,24398,06:25:00,JB,10.10,e,NULL,kl,5,1,I,0,"5 ekor kl yang sedang istirahat dan bersuara setelah lihat ke saya. 1. bb 2. sb 3. bj 4. bb 5. bb - 06:55 - 5 ekor t ke arah nw melintasi rintis jb dan saya tinggalkan lokasi, kembali sensus lagi.",NULL
1375,24402,08:52:00,TL,28.15,w,2,mph,1,1,IV,0,NULL,NULL
1375,24404,09:15:00,TL,32.15,e,10,kl,4,1,F,0,"Jenis makan buah mallotus T#609062 bdh 13. 2 ekor kl yang sedang makan buah mallotus, kl makan biji 100% buang kulit, status M crop size G, posis makan  dan ekor 1. 2x 2. 2x tinggi pohon 15. 2 ekor kl bj dan kl sedang besar istirahat lain pohon se 05. 1. bb 2. bb 3. sb belum jelas jenis kelaminnya 4. bj 09:45 - 2 ekor kl yang sedang makan lihat ke saya, 2 ekor kl bersuara dan langsung t cepat sekali ke arah nw, juga 2 ekor kl bj dan kl sb ikut t ke arah nw melintasi rintis tl, dan saya tinggalkan lokasi ",NULL
1375,24407,10:35:00,GP,44.40,e,20,oh,2,1,IV,0,"2 oh betina dan anak di ibu yang sedang istirahat, setelah oh liaht ke saya, oh ks grum beberapa kali dengan mulut.",NULL
1377,24431,06:43:00,MB,11.00,s,3,fk,1,1,IV,0,NULL,NULL
1377,24432,06:57:00,MB,14.00,n,3,bh,3,1,IV,0,NULL,NULL
1377,24435,07:20:00,ST,16.40,w,6,pg,1,1,IV,0,NULL,NULL
1377,24437,07:33:00,ST,14.10,e,2,cp,1,1,T,0,NULL,NULL
1377,24439,07:55:00,TR,6.40,s,3,gn,4,1,IV,0,"4 ekor gn yang sedang bersuara di pohon shorea yang besar diantaranya : 1 ekor gn bj berewok putih warna alis putih, bulu warna coklat abu-abu di belakang. 1 ekor bb berewok hitam warna alis putih warna bulu coklat abu-abu di belakang. 1 ekor gn sedang besar berewok putih warna bulu coklat. 1 ekor anak sedang besar yang jalan sendiri. Mereka bersuara, masing-masing di posisi 23-xy tinggi pohon 50m dbh 82 - 08:11 - gn bb mulai t ke arah s dan diikuti gn lainnya dan bersuara.",NULL
1377,24441,08:24:00,TR,7.35,s,1,bl,1,1,I,0,NULL,NULL
1377,24445,10:16:00,RS,27.10,e,5,gn,2,1,I,0,"1 ekor gn sj berewok putih dan alis putih warna bulu coklat yang sedang istirahat di posisi 3-y tinggi pohon 45 dbh 95. sedangkan yang 1 ekor gn langsung t ke arah s, jadi saya tidak bisa lihat jenisnya. 10:20 - gn jantan mulai t ke arah se dan bersuara.",NULL
1378,24450,05:52:00,UB,8.30,s,20,gn,3,1,T,0,"3 gn yang sedang t ke arah e, 3 gn belum jelas jenis kelaminnya, saya hanya hitung jumlahnya saja.",NULL
1378,24452,06:50:00,UB,20.00,e,15,bp,2,1,TV,0,"2 ekor bp besar yang sedang jalan dan bersuara.",NULL
1378,24453,06:53:00,UB,20.10,w,8,kl,3,1,I,0,"3 ekor kl yang sedang istirahat. 1. bb 2. bj 3. bb - 07:04 - kl bj lihat ke saya dan kl bersuara dan langsung t ke arah sw cepat sekali.",NULL
1378,24459,08:21:00,HB,12.40,w,25,gn,1,1,T,0,"1 gn yang sedang t ke arah nw cepat sekali, gn belum jelas jenis kelaminnya ",NULL
1378,24462,09:33:00,DP,13.00,s,10,UBX,3,1,IV,0,"3 ekor ub warna hijau di atas kepala dan di bawah leher sebagian warna merah, paruh panjang sedikit bengkok warna hitam, sebesar beo. Berangin berhenti.",NULL
1378,24465,11:02:00,SI,13.00,e,NULL,bp,2,1,TT,0,"2 ekor bp besar sedang lari ke arah w melintasi rintis si, bp bersuara dan lari cepat sekali ketika melihat saya.",NULL
1379,24471,06:10:00,BC,7.45,s,5,de,1,1,T,0,"1 ekor de yang sedang lari di bumi",NULL
1379,24474,07:04:00,QX,3.40,w,15,bd,1,1,TV,0,NULL,NULL
1379,24475,07:15:00,QX,7.00,s,5,gn,6,1,I,0,"6 gn sedang istirahat, 1. bb warna bulu abu-abu di belakang warna putih dan alis warna putih, 2. anak di ibu 3. bb warna bulu abu-abu hampir hitam, alis warna putih 4. bj berewok alis warna putih warna bulu abu-abu, 5. sedang besar belum jelas jenis kelaminnya, 6. anak sedang besar sudah jalan sendiri belum jelas kelaminnya. Gn kelompok bc 8 sudah pernah kami ikuti. 07:21 - 6 gn t ke arah nw melintasi rintis qx, gn masih terus t ke arah nw cepat sekali semakin jauh, saya tinggalkan dan kembali ke rintis untuk lanjutkan sensus.",NULL
1379,24479,07:55:00,PR,16.00,n,20,gn,3,1,F,0,"Jenis makan buah artabotrys-yang kecil T#69068L bdh 80/11. 3 gn yang sedang makan buah artabotrys, gn ini belum pasti jenis kelaminnya berapa betina dan jantan, karena gn terlihat hanya sedikit saja terlindung oleh liana dan daun-daun strychuos dan liana artabotrys. 08:13 - 3 gn sudah terlihat jelas, 1. bb warna bulu abu-abu, alis warna putih. 2. anak sedang besar belum jelas kelaminnya. 3. bj berewok alis warna putih, warna bulu abu-abu. Gn makan kulit dan daging 100% buang biji, status R, crop size H posisi makan dan ekor 1. 2y 2. 2y 3. 2y tinggi pohon 50",NULL
1379,24491,11:54:00,AP,5.45,w,2,ULX,1,1,I,0,"1 ekor ul warna hijau bintik-bintik hitam segitiga, besar +- 1,5cm panjang yang terlihat hanya +- 25cm, setengah badan terlindung oleh daun dan ranting pohon",NULL
1380,24497,06:41:00,RB,21.40,n,3,wp,1,1,TT,0,"lihat burung senayan lari ke arah n",NULL
1380,24499,07:34:00,BD,5.40,e,5,UBX,10,1,IV,0,"lihat burung bersuara ramai sekali +- 10 ekor, mereka bersahut-sahutan seperti pesta.",NULL
1380,24501,07:42:00,BD,7.25,w,20,gn,4,1,TV,0,"lihat gn 1 bj warna abu-abu berewok, 1 sb coklat berewok, 1 bb ibu bawa anak warna abu-abu berewok, 1 anak sedang betina/jantan? Belum pasti. Mereka awalnya istirahat sambil bersuara, setelah melihat saya, 4 ekor gn itu jalan ke arah n ikuti rintis bd. Saya ikut sampai bd 10.25; 4 ekor gn jalan kearah ne, saya langsungkan jalan sensus lagi.",NULL
1381,24517,08:50:00,MS,23.00,sw,10,gn,2,1,T,0,"saya hanya bisa lihat dari jauh saja, 2 ekor gn yang sedang t ke arah sw, setelah jauh mereka bersuara.",NULL
1381,24520,11:05:00,NB,13.08,n,0,bp,1,1,TT,0,NULL,NULL
1382,24524,05:45:00,TZ,9.45,s,10,pm,1,1,IV,0,"cuaca mendung 30%",NULL
1382,24529,06:32:00,TZ,18.25,n,NULL,kk,1,1,I,0,NULL,NULL
1382,24530,06:44:00,TZ,20.30,s,6,px,2,1,IV,0,"2 ekor px warna orange di depan",NULL
1382,24532,07:00:00,TZ,23.30,s,20,kl,2,1,TV,0,"2 ekor kl yang sedang t dan bersuara dari arah s, kl lihat ke saya, kl bersuara dan langsung t cepat sekali ke arah s lagi, 2 ekor kl sudah jauh dan masih bersuara.",NULL
1382,24543,11:30:00,DG,3.08,w,5,pm,5,1,IV,0,"cuaca kembali cerah",NULL
1382,24544,11:43:00,DG,0.10,e,5,fk,8,1,IV,0,"8 ekro fk yang sedang istirahat dan bersuara, 1. bb berewok warna bulu abu-abu putih 2. anak di ibu warna bulu hitam 3. bb berewok, warna bulu abu-abu putih 4. anak di ibu warna bulu hitam 5. bb berewok warna bulu abu-abu putih 6. anak di ibu warna bulu hitam 7. bj berewok warna bulu abu-abu putih 8. sedang besar belum jelas jenis kelaminnya .",NULL
1383,24559,09:52:00,ST,19.10,w,15,UBX,1,0,IV,0,"lihat burung warna hitam sebesar burung beo dia terbang bersuara",NULL
1384,24565,06:01:00,PK,13.00,s,1,pg,1,1,IV,0,NULL,NULL
1384,24567,06:30:00,AB,4.40,e,3,pg,2,1,IV,0,NULL,NULL
1384,24571,08:22:00,PA,6.40,n,0,ULX,1,1,I,0,"1 ekor ul yang sedang istirahat sebesar ibu jari",NULL
1384,24573,10:06:00,GP,111.35,e,3,pg,3,1,IV,0,NULL,NULL
1384,24574,10:06:00,GP,111.35,e,6,PS,1,1,T,0,NULL,NULL
1385,24579,06:57:00,AS,5.25,n,8,pm,3,1,IV,0,NULL,NULL
1385,24580,07:05:00,AS,4.15,s,5,"MB ",1,1,I,0,"1 ekor mb sedang minum air di sungai as, setelah lihat ke saya, mb terbang ke arah s dan bersuara.",NULL
1385,24584,08:10:00,MF,15.00,s,10,jb,2,1,IV,0,NULL,NULL
1386,24602,08:41:00,KM,2.20,e,3,bb,3,1,IV,0,NULL,NULL
1386,24605,09:08:00,AS,2.15,n,6,tr,1,1,I,0,NULL,NULL
1387,24610,06:09:00,GP,106.05,n,5,UBX,3,1,IV,0,"3 ekor ub warna merah karat, di atas mata warna putih seperti garis.",NULL
1387,24613,09:33:00,PA,24.25,s,6,cb,1,1,IV,0,NULL,NULL
1388,24625,08:50:00,GP,44.20,w,7,gn,4,1,I,0,"4 ekor gn yang sedang istirahat di pohon shorea yang besar diantaranya : 1 ekor gn bb yang masih gendong anak yang masih kecil. 1 ekor gn bj berewok. 1 ekor gn besar yang belum jelas jenis kelaminnya. Mereka istirahat di posisi 2-y tinggi pohon 78. tidak berapa lama mereka mulai jalan ke arah e satu persatu",NULL
1389,24656,11:01:00,DS,10.10,s,1,gn,1,1,I,0,"1 gn bj berewok, alis warna putih warna bulu abu-abu hampir hitam, gn lihat ke saya dan gn langsung t cepat sekali ke arah nw melintasi rintis ds, gn sudah jauh t ke arah nw",NULL
1392,24675,06:02:00,SI,5.20,e,3,gn,1,1,T,0,"1 ekor gn yang sedang t dari e ke w melintasi rintis si, saya tidak bisa lihat dengan jelas gn jantan atau betina soalnya kabut tebal.",NULL
1392,24676,06:34:00,SI,11.25,w,NULL,bh,2,1,IV,0,NULL,NULL
1392,24677,07:25:00,SI,24.45,e,5,kw,43,1,I,0,"1 kelompok kw yang sedang istirahat bergantung di batu yang besar.",NULL
1392,24685,10:43:00,UB,17.00,n,0,pg,1,1,IV,0,NULL,NULL
1393,24691,06:41:00,DA,13.17,s,5,CKX,1,1,IV,0,NULL,NULL
1393,24699,09:14:00,MT,9.25,s,30,gn,3,1,I,0,"3 gn yang sedang istirahat, 1. bb warna abu-abu, alis warna putih. 2. anak di ibu 3. sedang besar anak belum jelas jenis kelaminnya. Gn kelompok gp 8 sudah sering kami ikut, jumlah ada 6 gn - 09:21 - gn bj berewok datang dari arah s dan istirahat sama pohon dengan gn bb, anak di ibu dan sedang besar anak. - 09:26 - 4 gn t ke arah e dan makan buah willughbica",NULL
1393,24702,09:53:00,MT,8.15,s,5,wp,3,1,TV,0,NULL,NULL
1394,24716,07:10:00,FS,8.10,w,3,de,1,1,T,0,NULL,NULL
1394,24717,07:10:00,FS,8.10,e,6,pg,2,1,IV,0,NULL,NULL
1394,24719,07:56:00,FS,16.30,n,2,pg,1,1,IV,0,NULL,NULL
1394,24720,07:56:00,FS,16.30,s,3,bh,3,1,IV,0,NULL,NULL
1395,24727,05:33:00,AP,8.00,nw,20,fk,12,1,T,0,"lihat kelompok kera jalan +- 12 ekor lompat sana lompat sini.",NULL
1395,24735,08:16:00,PB,5.40,n,20,gn,2,1,T,0,"Lihat 2 ekor gn jalan dari s ke n, 1 bj dan 1 bb. Mereka hanya 2 ekor saya ikuti sampai ke nw 100 meter, gn terus jalan.",NULL
1395,24739,09:10:00,JB,5.15,e,15,ra,1,1,IV,0,NULL,NULL
1396,24749,05:35:00,TK,13.30,e,15,bp,1,0,TT,0,"lihat babi lari cepat, lari ke arah saya, kaget dan babi kaget lari sangat cepat.",NULL
1396,24752,06:52:00,MR,11.35,e,15,gn,1,1,TT,0,"lihat gn 1 besar jantan hanya sendiri, t ke nw dengan cepat sekali gn itu masih takut.",NULL
1397,24764,07:00:00,NB,20.12,s,0,ULX,1,1,T,0,"1 ekor ul warna hitam, kepala warna merah, kecil panjang +- 20cm.",NULL
1397,24768,07:55:00,LM,12.30,s,3,bw,5,1,IV,0,NULL,NULL
1397,24769,08:50:00,LM,2.40,s,2,oh,2,1,I,0,"2 oh betina dan anak sudah jalan sendiri, sedang istirahat, oh lihat ke saya, oh langsung ksQ beberapa kali dan patahkan dahan pohon, kemudian oh langsung jalan ke arah ne melintasi rintis bm.",NULL
1397,24774,09:53:00,UB,72.30,n,30,gn,2,1,TV,0,"2 GN yang sedang t dan bersuara, 2 gn belum jelas jenis kelaminnya.",NULL
1398,24783,05:54:00,NB,8.15,s,1,de,1,1,T,0,NULL,NULL
1398,24792,08:07:00,UB,67.35,n,16,bl,2,1,T,0,NULL,NULL
1399,24807,08:41:00,PP,2.40,e,5,rh,1,1,I,0,"berangin berhenti dan cuaca mendung 25%",NULL
1399,24810,09:25:00,GP,82.45,s,8,bw,6,1,IV,0,NULL,NULL
1400,24823,07:12:00,DS,3.40,s,10,fk,5,1,IV,0,"kera yang bisa di lihat hanya 5 ekor yang lain tidak kelihatan sedikit jauh,",NULL
1400,24829,09:18:00,TR,4.20,s,25,kl,6,1,I,0,"Lihat 6 ekor kl sedang istirahat ada yang jalan, 1. kl bb ibu bawa anak 1 kl anak sedang warna sudah merah. 1 kl bb ibu bawa anak kecil. 1 kl anak kecil warna masih putih bulu belakang merah, 1 bb remaja dan 1 bj. Mereka ada yang istirahat ada yang jalan, kl itu hanya ada 6 ekor dengan anak kecil yang masih di gendong.",NULL
1401,24836,05:58:00,KP,31.15,w,20,lu,3,1,T,0,"3 ekor lu yang sedang t ke arah sw cepat sekali, saya hanya bisa hitung jumlahnya saja, lu belum jelas jenis kelaminnya",NULL
1401,24837,06:03:00,KP,30.40,e,2,oh,1,1,F,0,"Jenis makan buah mezzetia T#69069 dbh 51.5; oh betina dan anak di ibu yang sedang makan buah mezzetia, makan biji 100% buang kulit dan daging, status R, crop size E posisi makan 3y, tinggi pohon 48. anak kadang-kadang pisah dari ibu dan main-main dengan daun.",NULL
1401,24839,07:02:00,KP,20.07,w,NULL,bw,1,1,IV,0,NULL,NULL
1401,24840,07:02:00,KP,20.07,w,5,pm,2,1,IV,0,NULL,NULL
1401,24845,10:13:00,KP,1.05,e,5,wp,1,1,TV,0,NULL,NULL
1402,24850,06:03:00,RR,5.40,e,3,kl,6,1,I,0,"1 kelompok kl yang sedang istirahat di pohon irvingia bdh 56 tinggi pohon 45 diantaranya: 1 ekor bb di posisi 2y, 1 ekor anak sedang besar di posisi 2y dan yang 3 ekor belum tahu jenis kelaminnya, masing-masing di posisi 2z dan 1z, dan 1 ekor sudah t ke arah e",NULL
1402,24860,10:32:00,BK,2.05,s,3,pg,3,1,IV,0,NULL,NULL
1403,24870,06:36:00,GP,58.20,n,15,kl,4,1,T,0,"Lihat 4 ekor melewati rintis dari n ke s sangat cepat, kl 1 bb 1 bb 1 bj 1 bb mereka jalan ke s terus, tidak berhenti atau istirahat jalan seperti takut",NULL
1404,24886,09:55:00,GP,38.05,w,5,jb,3,1,IV,0,NULL,NULL
1405,24896,09:30:00,IF,46.00,n,15,gs,1,1,IV,0,NULL,NULL
1405,24900,11:22:00,TZ,11.40,s,NULL,de,1,1,T,0,NULL,NULL
1406,24903,05:57:00,UB,7.30,s,25,gn,4,1,TV,0,"lihat gn 4 ekor 1 bb 1 sb 1 bj 1 bb warna mereka sama abu-abu, mereka jalan ke arah w dari tempat mereka bersuara tadi, saya ikuti mereka jalan pelan saja sampai 50 m, saya tinggalkan mereka, saya lanjutkan sensus lagi.",NULL
1406,24907,07:06:00,UB,26.00,e,1,PPX,1,0,I,0,"lihat pelatuk warna belakang hijau sayap merah tapi kuning.",NULL
1406,24908,07:10:00,UB,26.10,e,1,PKX,2,0,I,0,"lihat pelatuk warna coklat semua  ada baris-baris warna coklat cari makan di pohon ekornya agak pendek.",NULL
1406,24909,07:22:00,UB,28.25,e,0,ULX,1,0,I,0,"lihat ular warna hijau diam di ranting pohon warna hijau garis-garis biru muda ular itu tidak bergerak diam saja, padahal sudah saya tabrak, saya tidak lihat ular, saya kaget dekat dengan perut saya.",NULL
1407,24922,06:36:00,BC,11.40,s,3,pg,1,1,TV,0,NULL,NULL
1407,24927,07:30:00,AY,2.00,s,16,gn,1,1,I,0,"1 ekor gn jantan besar yang sedang istirahat di posisi 1y dbh 48 tinggi pohon 35",NULL
1407,24943,11:20:00,FK,1.02,s,10,bc,5,1,IV,0,NULL,NULL
1408,24948,05:30:00,SK,0.02,e,2,kl,9,1,T,0,"9 ekor kl yang sedang t ke arah nw melintasi rintis sk dan tr. 05:47 - 9 ekor kl istirahat, 1. bb 2. anak sedang besar jalan sendiri belum jenis kelaminnya 3. bj 4. bb 5. anak sedang besar jalan sendiri belum jelas kelaminnya 6. bb 7. anak di ibu warna putih dan sebagian sudah warna orange 8. bb 9. anak sedang besar jalan sendiri belum jelas kelaminnya.",NULL
1408,24952,07:02:00,MB,8.30,n,20,dj,1,1,I,0,"cuaca mendung 50%",NULL
1408,24957,08:13:00,ST,13.20,w,15,bp,5,1,TV,0,"5 ekor bp yang sedang dan bersuara, 1 ekor bp besar dan 4 ekor bp sedang besar (anak).",NULL
1408,24959,08:52:00,TR,9.20,s,5,kl,2,1,T,0,"2 ekor kl yang sedang t ke arah nw melintasi rintis tr.",NULL
1409,24971,05:57:00,UB,30.00,n,20,gn,1,1,IV,0,"1 gn yang sedang istirahat dan bersuara, gn sedang besar belum jelas jenis kelaminnya.",NULL
1409,24973,06:33:00,UB,33.00,s,25,kl,1,1,I,0,"1 ekor kl jantan yang sedang istirahat",NULL
1409,24976,09:55:00,MS,27.20,w,5,UBX,1,1,IV,0,"1 ekor ub warna hitam, di atas warna biru dan juga di bawah ekor, mata merah, sebesar burung beo.",NULL
1409,24977,09:55:00,MS,27.20,w,5,UBX,1,1,I,0,"1 ekor ub warna hijau, di pangkal paruh bulu warna merah dan pink, paruh panjang dan bengkok, sebesar burung punai.",NULL
1410,24982,06:18:00,KP,5.45,w,3,kw,3,1,T,0,NULL,NULL
1410,24983,06:40:00,KP,2.00,e,12,bu,1,1,T,0,"(data asli tulis it di kolom activity)",NULL
1410,24986,06:48:00,RB,26.10,s,2,ra,1,1,T,0,NULL,NULL
1410,24989,07:40:00,BD,4.10,e,2,pg,2,1,IV,0,NULL,NULL
1410,24990,08:06:00,BD,9.07,w,1,de,1,1,T,0,"cuaca mulai cerah",NULL
1410,24991,08:18:00,BD,11.13,e,2,pg,2,1,IV,0,NULL,NULL
1410,24994,09:23:00,KP,18.30,s,5,pg,2,1,IV,0,NULL,NULL
1410,24995,11:21:00,KP,36.25,w,4,oh,2,1,IV,0,"oh betina besar yang bersuara ke orang dan satu anak yang sedang besar jalan sendiri, oh hanya istirahat dan bersuara saja.",NULL
1411,25003,09:43:00,IF,16.35,s,20,oh,1,0,I,0,"lihat oh 1 bj sudah punya belimbing besar oh marah dan bersuara kiss kuick",NULL
1411,25005,10:40:00,DG,7.00,w,5,bh,6,0,IV,0,NULL,NULL
1412,25011,06:53:00,TR,5.15,n,10,fk,9,1,I,0,"(data asli tulis it di kolom activity). 1 kelompok fk besar kecil yang sedang jalan dari arah e ke w, sebagian ada yg istirahat, saya tidak menghitung berapa jantan, betina dan anak.",NULL
1412,25012,07:10:00,TR,4.15,s,1,st,3,1,T,0,"3 ekor musang dahan, 1 ekor besar (ibu) 2 ekor kecil (anak) yang sedang jalan dari e ke w.",NULL
1412,25013,07:13:00,TR,3.40,n,8,gn,5,1,T,0,"1 kelompok gn yang sedang jalan dari arah n ke s di antaranya : 1 bj berewok 2. bb dan 2 anak sedang besar yang jalan sendiri. Salah satu gn yang melihat saya langsung lari dengan cepat ke arah s dan di ikuti gn lainnya, setelah jauh mereka bersuara.",NULL
1412,25015,07:36:00,SP,11.17,e,3,st,2,1,TV,0,"2 ekor lagi musang dahan jalan-jalan di sekitar pohon besar dan bersuara.",NULL
1412,25016,07:38:00,SP,11.17,e,3,de,1,1,T,0,NULL,NULL
1412,25017,07:38:00,SP,11.17,e,3,pi,5,1,I,0,"(data asli tulis it di kolom activity)",NULL
1412,25018,08:10:00,SP,4.35,e,2,rh,2,1,IV,0,NULL,NULL
1412,25020,08:51:00,GB,3.10,e,3,ra,1,1,T,0,NULL,NULL
1412,25021,09:25:00,GB,11.40,w,7,pg,3,1,IV,0,NULL,NULL
1412,25024,10:30:00,DS,11.00,n,0,de,1,1,T,0,NULL,NULL
1413,25031,06:22:00,RS,31.00,w,10,fk,14,0,I,0,"Lihat 1 kelompok keru sedang istirahat dan bersuara",NULL
1414,25044,07:35:00,SI,25.00,e,2,kw,28,1,I,0,"kw yang sedang istirahat menempel di batu.",NULL
1414,25046,08:33:00,DP,13.40,e,15,oh,2,1,T,0,"2 oh betina dan anak di ibu yang sedang jalan ke arah e, setelah lihat ke saya oh ks beberapa kali dengan daun dan mulut.",NULL
1414,25048,08:59:00,HB,4.00,e,25,gn,1,1,IV,0,"1 gn bj berewok, alis warna putih warna bulu abu-abu, yang sedang istirahat dan bersuara kecil.",NULL
1414,25053,10:55:00,UB,17.00,s,25,kl,2,1,IV,0,"2 ekor kl bj dan bb yang sedang istirahat dan bersuara.",NULL
1415,25058,05:38:00,TK,13.20,s,1,kl,5,1,T,0,"1 kelompok kl yang sedang jalan dari arah s ke arah ne diantaranya : 1 ekor kl bj, 1 ekor sedang besar 2 ekor bb dan 1 ekor anak yang masih kecil warna putih yang di gendong ibu, sampai di tk 14.30 kl-nya belok arah menuju arah n dan saya terus lanjutkan sensus.",NULL
1416,25069,05:35:00,NB,5.20,w,5,st,1,1,T,0,"lihat musang warna coklat jalan di bumi dekat dengan air parung di nb. Musang itu lari ketakutan lihat saya. Jalan turun ke parung nb itu",NULL
1416,25075,08:14:00,MS,10.15,w,7,UBX,1,0,IV,0,"lihat burung warna putih di samping kiri dan ada garis hitam di sayapnya, burung itu suka terbang dekat air parung gunung, kalau kita lihat, dia terbang langsung bersuara.",NULL
1417,25087,06:49:00,DA,12.08,w,25,bi,1,1,I,0,NULL,NULL
1417,25092,07:25:00,AT,13.30,e,8,kl,7,1,F,0,"jenis makan daun muda spathalobus T#69070L dbh 120/20. kl makan daun muda 35% buang tangkai daun, posisi makan dan ekor 1. 2z 2. 2z 3. 2z 4. 2z 5. 2y 6. 2z 7. 2z tinggi pohon 60. 1. bb 2. anak di ibu masih warna putih 3. bb 4. sedang besar anak belum jelas jenis kelaminnya 5. bb 6. anak di ibu warna orange 7. bj ; kelompok kl ini sudah pernah diikuti - 07:50 - kl no 1,2,3,4 dan 7, t ke arah sw melintasi rintis at dan kl bj bersuara sewaktu t, sedangkan kl no 5 dan 6 masih tetap makan di pohon yang sama. - 07:55 - kl no 5 dan 6 t ke arah sw melintasi rintis at dan saya tinggalkan lokasi",NULL
1417,25093,08:14:00,AT,10.12,w,NULL,ULX,1,1,I,0,"1 ekor ul warna coklat bergaris-garis kecil, segitiga, panjang +- 50cm dan besar +- 1,5cm, beristirahat di atas batu.",NULL
1418,25104,05:51:00,GP,24.25,s,7,de,1,1,I,0,NULL,NULL
1418,25106,06:08:00,GP,28.10,n,2,pg,2,1,IV,0,NULL,NULL
1418,25109,08:13:00,TL,31.01,n,1,gn,2,1,TT,0,"2 ekor gn besar langsung t ke arah s 1 ekor dan ke arah n 1 ekor, setelah melihat saya, saya tidak sempat/dapat melihat jenisnya.",NULL
1419,25117,05:31:00,AP,8.00,w,25,fk,5,1,I,0,"gk itu baru kelihatan 5 ekor saja yang lain hanya dengar suara.",NULL
1419,25123,06:17:00,RB,4.23,n,7,PKX,1,1,I,0,"lihat pk (pelatuk) warna kuning tapi merah kepala di samping putih hitam badan besar.",NULL
1419,25128,07:57:00,CK,3.35,e,25,fk,4,1,IV,0,NULL,NULL
1419,25131,08:33:00,PB,10.30,n,10,rh,1,1,I,0,NULL,NULL
1419,25135,09:41:00,JB,0.30,w,1,de,1,1,T,0,NULL,NULL
1419,25137,09:51:00,PR,15.40,n,10,bp,1,1,T,0,NULL,NULL
1419,25138,09:54:00,PR,16.00,s,15,gn,3,1,T,0,"lihat gn 3 ekor. Gn 1 bj warna hitam abu-abu, gn 1 bb warna hitam, gn 1 bb warna abu-abu, 3 ekor gn itu jalan sambil bersuara ke arah s terus tidak lama saya lihat gn itu kabur.",NULL
1419,25142,10:21:00,QX,5.30,e,10,UBX,1,1,I,0,"lihat burung belum tahu namanya, warnanya hijau ada warna biru dekat dengan atas mata burung itu, saya pernah lihat ada di depan gambar buku burung indonesia.",NULL
1419,25144,10:57:00,BC,9.00,n,15,kl,5,1,I,0,"lihat kl 5 ekor istirahat, 1 bj 1 bb 1 sb 1 bb (ibu bawa anak) 1 anak masih di gendong ibu warna putih, mereka istirahat sama-sama di satu pohon dan satu dahan, mereka duduk berhadapan",NULL
1420,25147,06:14:00,NB,11.30,s,15,pkm,2,1,F,0,"2 ekor pkm yang sedang cari rayap dan makan rayap dari dahan pohon yang sudah mati.",NULL
1420,25150,06:53:00,NB,18.05,n,6,de,1,1,I,0,NULL,NULL
1420,25151,06:58:00,NB,18.35,s,15,gn,2,1,I,0,"2 gn bj berewok alis warna putih, warna bulu abu-abu hampir hitam dan bb alis warna putih, warna bulu abu-abu di belakang warna putih. - 07:11- gn lihat ke saya dan gn bersuara langsung t cepat sekali ke arah nw melintasi rintis nb dan gn hilang",NULL
1420,25152,07:28:00,NB,22.00,w,40,gn,1,1,T,0,"1 gn yang sedang t dari arah s ke arah n, gn belum jelas jenis kelaminnya",NULL
1420,25154,07:49:00,UB,52.10,s,12,bp,3,1,TV,0,"3 ekor bp besar yang sedang lari dan bersuara.",NULL
1420,25158,09:56:00,UB,73.00,n,0,ULX,1,1,I,0,"1 ekor ul piton panjang 40cm dan besar 1cm yang sedang istirahat di pohon yang tumbang",NULL
1421,25167,06:32:00,MR,12.30,s,NULL,de,1,1,T,0,NULL,NULL
1422,25186,08:03:00,PP,5.20,n,3,pg,2,1,IV,0,NULL,NULL
1422,25190,09:00:00,GP,82.20,n,10,UBX,2,1,IV,0,"badan warna abu-abu, sayap dan ekor wrna kuning, kepada dan paruh pendek wrna hitam",NULL
1423,25203,10:47:00,UB,86.20,w,10,oh,1,1,T,0,"ketemu OH 1. sedang jantan sendiri OH itu sangat takut jalanya seperti kelempiau OH selalu kiss kuick OH jalan ke W terus dan kabur",NULL
1424,25208,06:48:00,BM,15.45,w,0,kl,1,1,I,0,"c1 ekor KL jantan besar yg seddang isirahat dan lihat ke saya",NULL
1424,25216,08:07:00,DS,3.30,n,10,bu,1,1,I,0,NULL,NULL
1424,25218,09:12:00,GB,4.25,e,8,ra,1,1,T,0,NULL,NULL
1424,25221,10:10:00,SP,8.25,w,2,ULX,1,1,IV,0,"1 ekor UL warna coklat bintik-bintik hitam, besar kira kira 1 cm dan panjang kira kira 80 cm",NULL
1424,25223,10:37:00,TR,4.10,n,20,gn,4,1,IV,0,"4 gn yg sedang istirahat dan setelah lihat ke saya, gn bersuara kecil 1.betina besar alis warna bulu abu abu hampir hitam, perut besar (hamil) 2. sedang besar brewok, alis warna putih putih warna bulu abu-abu, belum jelas jenis kelaminya 3. jantan besar brewok, alis warna putih 4. sedang besar brewok, alis warna putih warna bulu abu-abu, belum jelas jenis kelamimnya. 10:54 -  GN t ke arah w dan saya tinggalkan lokasi.",NULL
1425,25229,06:08:00,RR,5.15,e,0,bh,7,1,TV,0,"â€œanimaâ€ hard to read, could be gh",NULL
1425,25230,06:21:00,RR,3.02,w,5,ra,1,1,T,0,NULL,NULL
1425,25231,06:24:00,RR,2.20,e,0,ra,1,1,T,0,NULL,NULL
